NIT|Cod. Depto|Departamento|Cod. Municipio|Municipio|CIIU Rev 4 principal|Descripción CIIU principal|Cadena CIIU principal|Valor agregado empresa|Activos|Ingresos operacionales|Tamaño empresa RUES|Sucursal sociedad extranjera|País domicilio casa matriz|Antigüedad empresa|Tipo* ult 10 años|Cadena* ult 10 años|Sector* ult 10 años|Subsector* ult 10 años|Posara* ult 10 años|Descripcion posara* ult 10 años|Cod. Departamento* ult 10 años|Departamento* ult 10 años|Expo Latam ult 10 años|Expo 2022|Expo prom ult 5 años|Var. Expo 2022|TCAC expo ult 5 años|Trayectoria expo|Cadena segmentación
33853|25|Cundinamarca|25873|Villapinzón|1511|Curtido y recurtido de cueros; recurtido y teñido de pieles|Sistema Moda|Bienes tecnología baja|16129067000,0|45839707000,0|Mediana|No|No es sucursal de sociedad extranjera|12,95003422313484|No Mineras|Sistema Moda|Cuero y manufacturas de cuero|Cueros en bruto y preparados|4104110000|"Cueros y pieles, curtidos, de bovino (incluido el búfalo) o de equino, en estado húmedo (incluido el ""wet blue"") con plena flor sin dividir y divididos con la flor."|25|Cundinamarca|Si|5221021,91|6111457,766000001|-52,60486895354819|-4,148103490745692|Pymex|Sistema Moda
33909|8|Atlántico|8001|Barranquilla|1089|Elaboración de otros productos alimenticios n.c.p.|Agroalimentos|Bienes tecnología baja|16632537000,0|17487593000,0|Mediana|No|No es sucursal de sociedad extranjera|39,29089664613279|No Mineras|Agroalimentos|Agroindustrial|Preparaciones alimenticias diversas|2104101000|Preparaciones para sopas, potajes o caldos.|08|Atlántico|Si|0,0|0,0|||Futuros|Agroalimentos
34002|8|Atlántico|8001|Barranquilla|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|24236054249,0|20674573652,0|Grande|No|No es sucursal de sociedad extranjera|41,25119780971937|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
34037|11|Bogotá, D.C.|11001|Bogotá, D.C.|125|Cultivo de flor de corte|Agroalimentos|Bienes primarios|14658147000,0|24262932000,0|Mediana|No|No es sucursal de sociedad extranjera|32,40246406570842|No Mineras|Agroalimentos|Flores y plantas vivas|Flores frescas|0603199090|Las demás flores y capullos frescos, cortados para ramos o adornos|11|Bogotá, D.C.|No|5904004,109999999|5679672,612000001|3,2330969568663104|-1,6853935043463886|Pymex|Agroalimentos
34041|11|Bogotá, D.C.|11001|Bogotá, D.C.|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|30735658000,0|60024920000,0|Mediana|No|No es sucursal de sociedad extranjera|16,774811772758383|No Mineras|Químicos y Ciencias de la Vida|Farmacéutico|Productos farmacéuticos|3004902900|Los demás medicamentos para uso humano.|11|Bogotá, D.C.|Si|6605,85|1321,17|||Futuros|Químicos y Ciencias de la Vida
34219|47|Magdalena|47001|Santa Marta|122|Cultivo de plátano y banano|Agroalimentos|Bienes primarios|57213547000,0|39972140000,0|Mediana|No|No es sucursal de sociedad extranjera|23,923340177960306|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
34391|11|Bogotá, D.C.|11001|Bogotá, D.C.|4511|Comercio de vehículos automotores nuevos|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|93812809000,0|190627427000,0|Grande|No|No es sucursal de sociedad extranjera|10,130047912388775|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
34465|52|Nariño|52001|Pasto|4511|Comercio de vehículos automotores nuevos|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|8935146000,0|31952656000,0|Mediana|No|No es sucursal de sociedad extranjera|44,41067761806981|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
34489|5|Antioquia|5001|Medellín|4541|Comercio de motocicletas y de sus partes, piezas y accesorios|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|1965490000,0|15148712000,0|Pequeña|No|No es sucursal de sociedad extranjera|15,707049965776864|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
34490|11|Bogotá, D.C.|11001|Bogotá, D.C.|0126|Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos|Agroalimentos|Bienes primarios|90961874000,0|36389273000,0|Mediana|No|No es sucursal de sociedad extranjera|18,67488021902806|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
34617|63|Quindío|63001|Armenia|4754|Comercio al por menor de electrodomésticos y gasodomésticos, muebles y equipos de iluminación en establecimientos especializados|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|96029196000,0|79211926000,0|Mediana|No|No es sucursal de sociedad extranjera|45,50034223134839|No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Muebles - oficina|9403500000|Muebles de madera del tipo de los utilizados en dormitorios.|63|Quindío|Si|14133,0|2879,294|5264,178084791437||No Constante|Metalmecánica y Otras Industrias
34661|5|Antioquia|5001|Medellín|8691|Actividades de apoyo diagnóstico|Industrias 4.0|Otros servicios intensivos en conocimiento|85584489624,0|81116939204,00002|Grande|No|No es sucursal de sociedad extranjera|26,19301848049281|No Mineras|Industrias 4.0|Servicios de salud|Servicios de salud|Servicios de salud|Servicios de salud|05|Antioquia|Si|0,0|201479,628|-100,0|-100,0|No Constante|Industrias 4.0
34683|11|Bogotá, D.C.|11001|Bogotá, D.C.|4511|Comercio de vehículos automotores nuevos|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|33841454000,0|136353784000,0|Grande|No|No es sucursal de sociedad extranjera|27,10198494182067|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
34778|11|Bogotá, D.C.|11001|Bogotá, D.C.|2029|Fabricación de otros productos químicos n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|173881944000,0|194557099000,0|Grande|No|No es sucursal de sociedad extranjera|24,955509924709105|No Mineras|Químicos y Ciencias de la Vida|Cosméticos y productos de aseo|Otros productos de aseo|3402909900|Las demás  preparaciones tensoactivas, preparaciones para lavar y preparaciones de limpieza aunque contengan jabón excepto los de la partida 3401.|11|Bogotá, D.C.|Si|7336848,49|4795371,976|18,20548894374101|41,30309666751053|Top|Químicos y Ciencias de la Vida
34819|8|Atlántico|8001|Barranquilla|8691|Actividades de apoyo diagnóstico|Industrias 4.0|Otros servicios intensivos en conocimiento|49817309566,0|51698491504,0|Grande|No|No es sucursal de sociedad extranjera|34,63381245722108|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
34845|76|Valle del Cauca|76834|Tuluá|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|87393111353,0|77790333164,99998|Grande|No|No es sucursal de sociedad extranjera|29,70841889117043|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
34878|76|Valle del Cauca|76001|Santiago De Cali|4511|Comercio de vehículos automotores nuevos|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|14411337000,0|67559624000,0|Mediana|No|No es sucursal de sociedad extranjera|13,5523613963039|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
34917|76|Valle del Cauca|76130|Candelaria|2011|Fabricación de sustancias y productos químicos básicos|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|14427649000,0|14332077000,0|Mediana|No|No es sucursal de sociedad extranjera|16,588637919233403|No Mineras|Químicos y Ciencias de la Vida|Químico|Productos diversos de las industrias químicas.|3809920000|Los demás aprestos y productos de acabado del tipo de los utilizados en la industria del papel o industrias similares.|76|Valle del Cauca|Si|1221857,7|1664247,34|9,000589938502056|-20,6106062775134|Pymex|Químicos y Ciencias de la Vida
34961|11|Bogotá, D.C.|11001|Bogotá, D.C.|0125|Cultivo de flor de corte|Agroalimentos|Bienes primarios|55455516000,0|46879573000,0|Mediana|No|No es sucursal de sociedad extranjera|18,05886379192334|No Mineras|Agroalimentos|Flores y plantas vivas|Flores frescas|0603141000|Pompones frescos, cortados para ramos o adornos.|05|Antioquia|No|6024186,29|5323678,264|0,2469756822918389|3,780871989732626|Pymex|Agroalimentos
35012|5|Antioquia|5212|Copacabana|1313|Acabado de productos textiles|Sistema Moda|Bienes tecnología baja|20853027000,0|29336819000,0|Mediana|No|No es sucursal de sociedad extranjera|20,303901437371664|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Sistema Moda
35051|11|Bogotá, D.C.|11001|Bogotá, D.C.|1410|Confección de prendas de vestir, excepto prendas de piel|Sistema Moda|Bienes tecnología baja|21621047000,0|13297334000,0|Mediana|No|No es sucursal de sociedad extranjera|35,885010266940455|No Mineras|Sistema Moda|Textiles y confecciones|Ropa formal masculina|6203110000|Trajes (ambos o ternos) de lana o de pelo fino, para hombres o niños, excepto los de punto.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Sistema Moda
35060|66|Risaralda|66001|Pereira|1061|Trilla de café|Agroalimentos|Bienes tecnología baja|26736367000,0|131869422000,0|Grande|No|No es sucursal de sociedad extranjera|11,299110198494182|No Mineras|Agroalimentos|Café|Café verde|0901119000|Los demás cafés sin tostar, sin descafeinar.|66|Risaralda|No|17258449,09|12102523,94|10,587699930236472|18,53186465374005|Top|Agroalimentos
35201|25|Cundinamarca|25214|Cota|4664|Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|282339126000,0|340700362000,0|Grande|No|No es sucursal de sociedad extranjera|10,236824093086929|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
35242|11|Bogotá, D.C.|11001|Bogotá, D.C.|4751|Comercio al por menor de productos textiles en establecimientos especializados|Sistema Moda|Servicios menos intensivos en conocimiento|27049303000,0|25158708000,0|Mediana|No|No es sucursal de sociedad extranjera|41,32511978097194|No Mineras|Sistema Moda|Textiles y confecciones|Ropa formal masculina|6205200000|Camisas de algodón, para hombres o niños, excepto las de punto.|11|Bogotá, D.C.|Si|302564,33|175105,692|166,8989443458035|7,477247400287013|Pymex|Sistema Moda
35352|11|Bogotá, D.C.|11001|Bogotá, D.C.|1011|Procesamiento y conservación de carne y productos cárnicos|Agroalimentos|Bienes tecnología baja|17062887000,0|15581547000,0|Mediana|No|No es sucursal de sociedad extranjera|13,08145106091718|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
35372|5|Antioquia|5001|Medellín|1081|Elaboración de productos de panadería|Agroalimentos|Bienes tecnología baja|7211484000,0|17869244000,0|Mediana|No|No es sucursal de sociedad extranjera|10,89390828199863|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
35375|11|Bogotá, D.C.|11001|Bogotá, D.C.|1031|Extracción de aceites de origen vegetal crudos|Agroalimentos|Bienes tecnología baja|54640716000,0|76872158000,0|Grande|No|No es sucursal de sociedad extranjera|6,409308692676249|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
35442|5|Antioquia|5001|Medellín|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|162955236666,0|141898468984,0|Grande|No|No es sucursal de sociedad extranjera|34,32991101984942|No Mineras|Industrias 4.0|Servicios de salud|Servicios de salud|Servicios de salud|Servicios de salud|05|Antioquia|Si|0,0|396186,756|-100,0|-100,0|No Constante|Industrias 4.0
35548|47|Magdalena|47001|Santa Marta|4111|Construcción de edificios residenciales|Metalmecánica y Otras Industrias|Servicios no clasificados|94696093000,0|27711466000,0|Mediana|No|No es sucursal de sociedad extranjera|35,572895277207394|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
35664|17|Caldas|17001|Manizales|8220|Actividades de centros de llamadas (call center)|Industrias 4.0|Servicios menos intensivos en conocimiento|21991462000,0|15074425000,0|Mediana|No|No es sucursal de sociedad extranjera|15,507186858316222|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
35676|73|Tolima|73001|Ibagué|4632|Comercio al por mayor de bebidas y tabaco|Agroalimentos|Servicios menos intensivos en conocimiento|91031068000,0|62094403000,0|Mediana|No|No es sucursal de sociedad extranjera|34,0041067761807|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
35722|19|Cauca|19001|Popayán|2651|Fabricación de equipo de medición, prueba, navegación y control|Metalmecánica y Otras Industrias|Bienes tecnología alta|35424284000,0|47080065000,0|Mediana|No|No es sucursal de sociedad extranjera|26,031485284052017|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Medición|9028100090|Los demás contadores de gas.|19|Cauca|Si|2028682,4|2032040,486|43,98190242432083|-16,083055871002394|Pymex|Metalmecánica y Otras Industrias
35878|11|Bogotá, D.C.|11001|Bogotá, D.C.|6201|Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|104287690000,0|219387319000,0|Grande|Si|ESTADOS UNIDOS|29,57426420260096|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Medición|8471300000|Máquinas automáticas para  tratamiento o procesamiento de datos, portatiles, de peso inferior o igual a 10 kg, que estén constituidas, al menos, por una unidad central de proceso, un teclado y un visualizador.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Industrias 4.0
